企业ID,行业名称,经营年份,注册金额（万元）,所在城市,城市等级,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,零售品类,门店面积（㎡）,月均客流量（人）
RETL-202512-706625,零售行业,9.0,80.3,潍坊,三线及以下,336.0,222.7,165.1,41,拒绝,美妆零售,399.6,6876
RETL-202512-469038,零售行业,7.0,229.3,天津,新一线城市,521.0,118.7,77.5,22,拒绝,服饰零售,550.4,9544
RETL-202512-662378,零售行业,14.0,420.8,广州,一线城市,580.0,650.6,409.0,61,通过,便利店,1443.5,44038
RETL-202512-591758,零售行业,4.0,241.1,长沙,二线城市,717.0,397.4,265.1,59,通过,服饰零售,368.1,4526
RETL-202512-829230,零售行业,9.0,38.4,泉州,三线及以下,666.0,149.2,103.6,6,拒绝,文具零售,180.8,9150
RETL-202512-935780,零售行业,1.0,191.0,北京,一线城市,593.0,252.4,203.9,31,拒绝,便利店,32.5,3914
RETL-202512-613281,零售行业,2.0,25.7,北京,一线城市,376.0,161.1,131.5,34,通过,家电零售,140.0,9043
RETL-202512-263531,零售行业,14.0,309.8,武汉,新一线城市,885.0,168.8,136.7,5,通过,家电零售,77.4,8133
RETL-202512-836545,零售行业,6.0,137.2,邯郸,三线及以下,940.0,518.5,428.0,80,通过,文具零售,1279.0,39737
RETL-202512-277245,零售行业,11.0,491.1,沈阳,二线城市,879.0,198.6,137.0,9,通过,服饰零售,314.5,1701
RETL-202512-287278,零售行业,3.0,103.3,长沙,二线城市,820.0,179.8,115.2,19,拒绝,家电零售,512.0,7831
RETL-202512-694440,零售行业,15.0,23.0,青岛,二线城市,788.0,743.7,457.4,67,通过,家电零售,1134.9,45854
RETL-202512-283806,零售行业,7.0,285.2,哈尔滨,二线城市,479.0,396.2,299.8,6,通过,美妆零售,726.4,9722
RETL-202512-654171,零售行业,2.0,57.8,青岛,二线城市,460.0,52.7,33.3,22,通过,家电零售,90.0,4271
RETL-202512-828215,零售行业,12.0,282.7,南京,新一线城市,625.0,392.1,304.6,25,通过,服饰零售,192.2,6381
RETL-202512-668177,零售行业,14.0,455.4,武汉,新一线城市,790.0,164.7,108.7,34,通过,生鲜零售,529.5,6053
RETL-202512-101276,零售行业,6.0,452.8,保定,三线及以下,833.0,389.0,321.3,31,通过,美妆零售,117.0,8001
RETL-202512-734689,零售行业,15.0,226.6,宁波,二线城市,677.0,331.2,252.3,49,拒绝,美妆零售,224.8,1937
RETL-202512-512522,零售行业,11.0,42.0,潍坊,三线及以下,861.0,245.2,206.3,39,通过,家电零售,424.1,9114
RETL-202512-249260,零售行业,11.0,450.9,唐山,三线及以下,676.0,109.1,68.1,39,通过,综合商超,298.2,5612
RETL-202512-544038,零售行业,14.0,116.2,上海,一线城市,928.0,232.2,173.9,55,通过,服饰零售,75.9,3477
RETL-202512-889964,零售行业,13.0,191.1,沈阳,二线城市,434.0,487.9,379.4,22,通过,文具零售,179.5,1273
RETL-202512-726126,零售行业,12.0,338.9,北京,一线城市,516.0,116.6,98.3,53,通过,生鲜零售,645.3,7834
RETL-202512-010219,零售行业,14.0,58.3,宁波,二线城市,813.0,661.5,448.4,109,通过,美妆零售,1062.8,18226
RETL-202512-074585,零售行业,13.0,111.1,阜阳,三线及以下,301.0,77.6,54.6,18,通过,便利店,640.6,8120
RETL-202512-602285,零售行业,6.0,323.6,武汉,新一线城市,518.0,251.7,166.7,37,拒绝,综合商超,338.5,1359
RETL-202512-014733,零售行业,10.0,276.6,成都,新一线城市,618.0,296.5,251.7,45,通过,便利店,89.9,5197
RETL-202512-793328,零售行业,15.0,127.1,杭州,新一线城市,711.0,207.0,146.5,60,通过,生鲜零售,37.0,8319
RETL-202512-435912,零售行业,7.0,244.6,盐城,三线及以下,402.0,263.1,219.7,59,通过,美妆零售,693.8,2978
RETL-202512-811653,零售行业,5.0,490.9,邯郸,三线及以下,525.0,24.2,16.6,54,通过,美妆零售,218.3,8088
RETL-202512-248828,零售行业,15.0,444.5,长沙,二线城市,361.0,552.4,340.1,64,通过,综合商超,911.3,10027
RETL-202512-240754,零售行业,10.0,486.0,青岛,二线城市,801.0,222.8,156.3,7,拒绝,综合商超,372.8,3647
RETL-202512-210488,零售行业,14.0,54.0,盐城,三线及以下,554.0,315.3,248.2,58,通过,文具零售,520.7,1213
RETL-202512-467947,零售行业,2.0,470.1,苏州,新一线城市,541.0,222.3,187.7,17,通过,综合商超,760.7,8450
RETL-202512-585969,零售行业,3.0,107.8,上海,一线城市,334.0,223.3,151.5,6,通过,综合商超,89.5,7044
RETL-202512-681721,零售行业,15.0,332.0,西安,新一线城市,315.0,337.2,248.1,28,拒绝,生鲜零售,170.9,6088
RETL-202512-157891,零售行业,2.0,256.4,苏州,新一线城市,669.0,118.1,91.4,25,通过,服饰零售,623.4,8505
RETL-202512-689634,零售行业,13.0,491.6,杭州,新一线城市,467.0,167.0,100.6,41,通过,综合商超,472.5,1910
RETL-202512-322635,零售行业,5.0,0.0,厦门,二线城市,694.0,635.1,434.2,66,通过,生鲜零售,1075.7,17905
RETL-202512-994241,零售行业,14.0,402.9,常州,三线及以下,642.0,251.4,202.3,52,通过,综合商超,298.6,4909
RETL-202512-685800,零售行业,15.0,469.4,广州,一线城市,384.0,124.4,81.4,33,通过,美妆零售,356.1,4883
RETL-202512-880890,零售行业,1.0,224.5,哈尔滨,二线城市,606.0,993.2,641.5,62,通过,综合商超,1456.0,42339
RETL-202512-660396,零售行业,14.0,176.5,济南,二线城市,895.0,30.1,21.6,52,通过,美妆零售,572.7,1771
RETL-202512-024477,零售行业,6.0,274.2,南京,新一线城市,629.0,304.7,223.2,27,通过,生鲜零售,560.6,7847
RETL-202512-615996,零售行业,2.0,421.0,盐城,三线及以下,150.0,382.4,291.5,15,通过,服饰零售,683.4,2843
RETL-202512-660544,零售行业,4.0,499.5,长沙,二线城市,555.0,381.2,230.9,29,通过,生鲜零售,423.7,4162
RETL-202512-574287,零售行业,12.0,309.5,济南,二线城市,717.0,411.0,295.4,40,通过,服饰零售,526.2,7802
RETL-202512-674403,零售行业,4.0,247.6,广州,一线城市,659.0,656.2,452.3,63,通过,服饰零售,1056.2,20655
RETL-202512-563683,零售行业,12.0,480.3,苏州,新一线城市,799.0,804.5,658.1,86,通过,家电零售,1010.1,27471
RETL-202512-391563,零售行业,7.0,424.0,广州,一线城市,150.0,95.6,74.2,8,通过,家电零售,162.2,3228
RETL-202512-628153,零售行业,2.0,169.8,天津,新一线城市,938.0,217.7,161.5,11,通过,综合商超,463.3,2654
RETL-202512-384151,零售行业,0.0,119.9,成都,新一线城市,770.0,766.6,616.9,107,通过,便利店,1054.5,12152
RETL-202512-013243,零售行业,10.0,426.0,泉州,三线及以下,791.0,,,47,通过,美妆零售,127.0,4214
RETL-202512-698279,零售行业,2.0,460.5,宁波,二线城市,834.0,257.4,196.0,49,通过,生鲜零售,210.4,6016
RETL-202512-340301,零售行业,9.0,250.9,泉州,三线及以下,331.0,286.9,192.8,54,通过,文具零售,411.4,9369
RETL-202512-762568,零售行业,5.0,119.2,杭州,新一线城市,818.0,13.6,9.9,33,通过,综合商超,797.4,9573
RETL-202512-884815,零售行业,,313.7,沈阳,二线城市,472.0,310.9,192.6,27,通过,家电零售,631.3,4217
RETL-202512-747139,零售行业,1.0,195.8,深圳,一线城市,431.0,233.8,172.0,41,通过,综合商超,715.2,2221
RETL-202512-961035,零售行业,6.0,431.7,阜阳,三线及以下,662.0,252.1,161.0,56,通过,文具零售,166.3,7755
RETL-202512-971551,零售行业,13.0,197.3,唐山,三线及以下,885.0,126.1,77.2,40,通过,文具零售,457.5,8638
RETL-202512-307613,零售行业,11.0,33.4,青岛,二线城市,353.0,88.7,58.8,6,通过,家电零售,51.5,1238
RETL-202512-724527,零售行业,14.0,127.9,广州,一线城市,749.0,321.8,234.7,22,通过,综合商超,332.5,9046
RETL-202512-186756,零售行业,10.0,379.8,宁波,二线城市,825.0,242.0,190.0,21,通过,家电零售,677.9,3635
RETL-202512-602904,零售行业,4.0,209.5,长沙,二线城市,897.0,248.6,151.8,16,通过,文具零售,186.8,1793
RETL-202512-945343,零售行业,7.0,11.7,西安,新一线城市,721.0,287.9,194.7,42,通过,综合商超,563.8,9276
RETL-202512-142379,零售行业,1.0,160.3,广州,一线城市,680.0,199.8,137.0,18,通过,生鲜零售,542.7,9643
RETL-202512-827323,零售行业,7.0,207.0,沈阳,二线城市,444.0,910.9,712.8,108,通过,便利店,1122.2,24794
RETL-202512-935084,零售行业,13.0,186.2,泉州,三线及以下,845.0,381.5,320.2,26,通过,家电零售,131.7,9791
RETL-202512-562395,零售行业,4.0,388.5,阜阳,三线及以下,950.0,19.0,13.6,15,通过,家电零售,376.9,7365
RETL-202512-767474,零售行业,7.0,145.7,宁波,二线城市,443.0,287.9,210.5,35,通过,文具零售,425.9,1003
RETL-202512-144646,零售行业,12.0,400.4,成都,新一线城市,845.0,200.7,141.4,24,通过,服饰零售,474.4,6695
RETL-202512-438622,零售行业,2.0,45.1,广州,一线城市,525.0,220.0,149.1,52,通过,便利店,379.2,6515
RETL-202512-210938,零售行业,15.0,10.2,保定,三线及以下,507.0,400.5,322.6,45,通过,服饰零售,674.5,6398
RETL-202512-246175,零售行业,7.0,62.2,常州,三线及以下,524.0,188.9,122.6,52,通过,服饰零售,663.8,1762
RETL-202512-015107,零售行业,11.0,1500.0,保定,三线及以下,525.0,588.4,476.7,80,通过,文具零售,953.9,35118
RETL-202512-303439,零售行业,6.0,433.7,宁波,二线城市,581.0,385.1,259.2,38,通过,服饰零售,712.3,4448
RETL-202512-816898,零售行业,7.0,301.0,天津,新一线城市,1100.0,443.9,313.9,55,通过,服饰零售,543.6,4849
RETL-202512-713446,零售行业,6.0,413.3,大连,二线城市,931.0,296.4,239.0,34,通过,便利店,414.6,6184
RETL-202512-942059,零售行业,7.0,308.3,苏州,新一线城市,571.0,291.1,240.5,38,通过,便利店,61.2,8360
RETL-202512-711776,零售行业,3.0,310.1,上海,一线城市,719.0,269.0,218.6,48,通过,服饰零售,277.1,8452
RETL-202512-203900,零售行业,10.0,277.8,苏州,新一线城市,397.0,171.0,132.2,23,通过,综合商超,121.6,1099
RETL-202512-984454,零售行业,15.0,252.2,杭州,新一线城市,934.0,318.7,242.1,12,通过,综合商超,157.6,1755
RETL-202512-747744,零售行业,10.0,434.0,常州,三线及以下,478.0,715.4,584.9,70,通过,综合商超,815.3,15963
RETL-202512-962143,零售行业,14.0,276.3,济南,二线城市,950.0,365.2,292.2,11,拒绝,文具零售,247.2,9691
RETL-202512-178743,零售行业,7.0,179.7,厦门,二线城市,949.0,203.3,122.7,6,通过,文具零售,377.8,8809
RETL-202512-037581,零售行业,14.0,497.2,宁波,二线城市,871.0,58.5,49.1,7,通过,服饰零售,330.0,6619
RETL-202512-024281,零售行业,25.0,1500.0,广州,一线城市,874.0,996.2,646.7,74,通过,综合商超,1131.2,33241
RETL-202512-658960,零售行业,5.0,420.7,杭州,新一线城市,388.0,271.5,185.7,49,通过,生鲜零售,32.8,7300
RETL-202512-864953,零售行业,7.0,68.2,苏州,新一线城市,729.0,160.2,128.5,9,通过,生鲜零售,776.0,2927
RETL-202512-463364,零售行业,2.0,21.0,青岛,二线城市,358.0,856.9,596.9,62,通过,服饰零售,1160.3,33449
RETL-202512-818827,零售行业,10.0,209.8,哈尔滨,二线城市,768.0,486.6,383.1,51,通过,便利店,430.4,4610
RETL-202512-358405,零售行业,2.0,91.4,唐山,三线及以下,373.0,203.1,127.8,32,通过,生鲜零售,523.3,2114
RETL-202512-665075,零售行业,9.0,162.3,济南,二线城市,484.0,243.4,206.4,10,通过,便利店,635.7,3968
RETL-202512-028687,零售行业,14.0,475.1,深圳,一线城市,408.0,225.9,178.9,23,通过,便利店,658.5,9329
RETL-202512-028065,零售行业,7.0,210.7,青岛,二线城市,545.0,174.2,132.8,27,通过,服饰零售,560.5,8385
RETL-202512-193263,零售行业,5.0,372.3,沈阳,二线城市,700.0,44.6,26.8,30,通过,服饰零售,704.9,7427
RETL-202512-205603,零售行业,3.0,339.5,南京,新一线城市,675.0,332.6,230.4,16,通过,家电零售,189.4,9508
RETL-202512-419902,零售行业,13.0,206.7,上海,一线城市,325.0,117.8,71.0,19,通过,便利店,625.0,7030
RETL-202512-341107,零售行业,5.0,402.8,济南,二线城市,711.0,103.0,63.8,7,通过,家电零售,40.2,8132
RETL-202512-430612,零售行业,14.0,312.8,沈阳,二线城市,824.0,217.7,158.4,28,通过,美妆零售,511.2,7257
RETL-202512-262987,零售行业,9.0,486.3,广州,一线城市,347.0,19.6,14.5,25,通过,美妆零售,297.7,1914
RETL-202512-432013,零售行业,14.0,339.8,重庆,新一线城市,537.0,79.0,49.6,29,通过,综合商超,663.4,9264
RETL-202512-791149,零售行业,11.0,267.5,杭州,新一线城市,758.0,92.4,59.4,11,通过,文具零售,222.5,6553
RETL-202512-642070,零售行业,8.0,294.5,泉州,三线及以下,,290.5,228.6,16,通过,文具零售,515.2,5922
RETL-202512-606937,零售行业,9.0,197.3,武汉,新一线城市,871.0,171.6,105.8,23,通过,生鲜零售,183.9,1869
RETL-202512-508206,零售行业,15.0,117.1,沈阳,二线城市,494.0,350.4,228.4,44,通过,服饰零售,150.1,2747
RETL-202512-427134,零售行业,14.0,41.8,苏州,新一线城市,365.0,307.8,195.9,26,通过,综合商超,174.3,6017
RETL-202512-535985,零售行业,10.0,421.6,济南,二线城市,689.0,265.5,212.8,43,通过,服饰零售,128.7,9135
RETL-202512-373430,零售行业,4.0,155.5,盐城,三线及以下,323.0,380.8,260.3,19,通过,文具零售,673.2,1207
RETL-202512-112102,零售行业,14.0,27.1,哈尔滨,二线城市,1050.0,278.9,225.8,15,通过,服饰零售,315.8,4935
RETL-202512-826090,零售行业,14.0,322.1,武汉,新一线城市,744.0,275.1,233.7,33,通过,文具零售,773.3,9164
RETL-202512-169723,零售行业,7.0,217.9,邯郸,三线及以下,373.0,354.3,268.0,37,拒绝,便利店,116.8,7500
RETL-202512-729037,零售行业,7.0,300.8,宁波,二线城市,814.0,322.5,236.7,12,拒绝,美妆零售,427.9,3849
RETL-202512-469474,零售行业,7.0,431.4,北京,一线城市,475.0,72.1,61.1,5,拒绝,文具零售,288.0,8328
RETL-202512-032040,零售行业,11.0,470.8,哈尔滨,二线城市,302.0,258.1,188.3,9,通过,生鲜零售,439.9,4461
RETL-202512-500790,零售行业,15.0,355.0,北京,一线城市,529.0,249.1,185.1,33,通过,便利店,782.9,7461
RETL-202512-247008,零售行业,3.0,387.5,大连,二线城市,425.0,294.5,199.0,46,通过,综合商超,310.4,7402
RETL-202512-122199,零售行业,1.0,248.8,武汉,新一线城市,837.0,383.1,285.1,48,通过,便利店,596.5,1213
RETL-202512-158163,零售行业,11.0,385.4,武汉,新一线城市,875.0,202.2,130.1,47,通过,家电零售,510.5,6376
RETL-202512-073486,零售行业,15.0,343.3,大连,二线城市,303.0,237.4,147.6,28,拒绝,文具零售,71.7,7730
RETL-202512-475062,零售行业,15.0,100.1,宁波,二线城市,323.0,333.5,205.9,44,通过,美妆零售,361.0,4429
RETL-202512-571619,零售行业,,241.6,深圳,一线城市,940.0,11.9,7.6,13,通过,生鲜零售,451.7,7532
RETL-202512-487100,零售行业,15.0,279.4,济南,二线城市,770.0,847.6,517.8,88,通过,服饰零售,974.2,15700
RETL-202512-046622,零售行业,6.0,81.0,北京,一线城市,679.0,187.8,143.5,37,拒绝,综合商超,676.0,5590
RETL-202512-948246,零售行业,14.0,263.1,杭州,新一线城市,618.0,214.5,159.2,17,通过,文具零售,74.4,1541
RETL-202512-443318,零售行业,4.0,377.0,宁波,二线城市,1100.0,5000.0,4242.1,61,通过,便利店,831.2,10670
RETL-202512-594848,零售行业,5.0,460.6,泉州,三线及以下,519.0,273.0,212.4,55,通过,便利店,173.4,4727
RETL-202512-779999,零售行业,15.0,72.2,大连,二线城市,417.0,444.2,277.5,27,通过,服饰零售,648.5,1710
RETL-202512-209794,零售行业,13.0,174.2,济南,二线城市,776.0,395.2,292.2,42,通过,综合商超,77.6,6868
RETL-202512-113236,零售行业,10.0,113.7,南京,新一线城市,622.0,242.2,185.8,29,通过,服饰零售,35.0,8097
RETL-202512-355691,零售行业,7.0,53.3,宁波,二线城市,529.0,176.5,123.1,41,通过,综合商超,117.5,5045
RETL-202512-109682,零售行业,5.0,127.7,深圳,一线城市,326.0,465.1,324.2,41,通过,文具零售,176.2,4643
RETL-202512-311422,零售行业,10.0,426.5,唐山,三线及以下,588.0,384.0,255.5,52,通过,便利店,266.7,5217
RETL-202512-847596,零售行业,13.0,307.4,青岛,二线城市,891.0,258.6,202.3,22,通过,服饰零售,690.0,1034
RETL-202512-189172,零售行业,6.0,107.2,厦门,二线城市,865.0,364.9,283.9,55,拒绝,美妆零售,399.8,7059
RETL-202512-967618,零售行业,10.0,485.3,哈尔滨,二线城市,758.0,86.9,60.5,6,通过,美妆零售,331.7,8027
RETL-202512-390510,零售行业,,213.7,潍坊,三线及以下,922.0,382.8,250.6,20,通过,文具零售,773.3,9867
RETL-202512-011036,零售行业,10.0,331.7,上海,一线城市,665.0,128.1,88.6,20,通过,生鲜零售,717.6,6224
RETL-202512-782244,零售行业,,290.2,上海,一线城市,376.0,34.5,26.1,6,通过,生鲜零售,643.9,6477
RETL-202512-545784,零售行业,6.0,479.3,济南,二线城市,476.0,214.4,161.3,29,通过,家电零售,626.3,1857
RETL-202512-903489,零售行业,11.0,31.3,重庆,新一线城市,312.0,286.8,229.5,13,通过,家电零售,435.9,5815
RETL-202512-735108,零售行业,6.0,55.5,青岛,二线城市,615.0,150.8,92.1,22,通过,生鲜零售,572.1,3964
RETL-202512-347679,零售行业,5.0,250.5,上海,一线城市,498.0,47.8,29.3,15,通过,综合商超,412.2,6728
RETL-202512-564253,零售行业,12.0,202.4,西安,新一线城市,559.0,133.8,111.6,17,通过,美妆零售,416.3,2458
RETL-202512-728001,零售行业,13.0,302.2,广州,一线城市,772.0,260.6,171.7,21,通过,服饰零售,195.5,6266
RETL-202512-449825,零售行业,14.0,258.8,苏州,新一线城市,843.0,53.6,37.0,20,通过,综合商超,215.5,2290
RETL-202512-830075,零售行业,7.0,,济南,二线城市,571.0,450.9,334.4,34,通过,家电零售,69.8,3557
RETL-202512-959493,零售行业,6.0,487.9,邯郸,三线及以下,804.0,500.8,340.2,119,通过,服饰零售,981.4,23765
RETL-202512-275003,零售行业,10.0,182.4,长沙,二线城市,1050.0,687.2,514.7,114,通过,便利店,1189.5,16995
RETL-202512-319177,零售行业,3.0,290.2,长沙,二线城市,319.0,339.0,250.0,28,通过,家电零售,78.6,6037
RETL-202512-019734,零售行业,4.0,155.2,上海,一线城市,766.0,151.0,104.5,35,通过,综合商超,540.8,2359
RETL-202512-653428,零售行业,4.0,406.1,深圳,一线城市,328.0,75.0,57.0,25,通过,便利店,121.1,1514
RETL-202512-438194,零售行业,8.0,184.3,盐城,三线及以下,474.0,111.7,94.6,39,通过,综合商超,319.1,4758
RETL-202512-115211,零售行业,2.0,405.6,邯郸,三线及以下,328.0,296.5,218.1,14,通过,综合商超,762.2,2422
RETL-202512-141678,零售行业,2.0,408.1,成都,新一线城市,733.0,229.9,155.5,45,通过,服饰零售,399.5,2298
RETL-202512-850487,零售行业,5.0,414.7,上海,一线城市,449.0,389.8,293.5,39,通过,便利店,265.7,8122
RETL-202512-296306,零售行业,10.0,482.3,深圳,一线城市,483.0,44.6,30.0,25,通过,文具零售,122.9,5991
RETL-202512-211158,零售行业,12.0,250.1,宁波,二线城市,509.0,0.0,0.0,9,通过,美妆零售,664.1,1708
RETL-202512-562521,零售行业,4.0,274.7,西安,新一线城市,774.0,823.6,553.8,76,通过,文具零售,977.7,42644
RETL-202512-272914,零售行业,8.0,213.3,苏州,新一线城市,683.0,737.5,504.3,118,通过,文具零售,1130.7,19095
RETL-202512-028881,零售行业,7.0,118.0,潍坊,三线及以下,586.0,364.7,263.4,25,拒绝,文具零售,327.1,8688
RETL-202512-129365,零售行业,9.0,259.8,阜阳,三线及以下,526.0,184.4,131.2,5,通过,便利店,207.1,5174
RETL-202512-105156,零售行业,9.0,479.6,大连,二线城市,614.0,145.8,90.7,50,拒绝,服饰零售,395.2,1027
RETL-202512-825735,零售行业,4.0,40.1,青岛,二线城市,905.0,41.1,32.7,10,通过,文具零售,411.5,4330
RETL-202512-941794,零售行业,5.0,56.3,西安,新一线城市,583.0,969.3,741.0,82,通过,综合商超,907.8,27130
RETL-202512-170287,零售行业,4.0,83.6,邯郸,三线及以下,372.0,248.4,207.3,14,通过,文具零售,682.6,5020
